Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2020-05-16,vuvcy4isQ9,G1mxtZtEs5,340gOPhHyY,Back Squat,12,92.98654643430615,fake_id_536
2019-12-28,MmhlH4ENzN,h85ZOw37Wc,906ZcNUW2J,Dumbbell Bench Press,10,23.813627745371086,fake_id_538
2020-02-10,CdtAQBh1Dy,h85ZOw37Wc,xuuiynLPQ6,Dumbbell Bench Press,14,18.14371637742559,fake_id_504
2019-09-18,mlK40HvT3G,mnwUcsbS9T,D05Hjj9iAe,Barbell Bench Press,10,83.91468824559335,fake_id_586
2020-07-08,qksFItj3De,52vo7F7CLd,92IHE2Ezvs,Close-Grip Bench Press,10,50.0,fake_id_529
2019-11-13,qBDCxwtMbZ,G1mxtZtEs5,hHFZ2GM64C,Back Squat,6,97.52247552866254,fake_id_524
2020-01-25,o6xwP8vR41,mnwUcsbS9T,I3zGi4K1Dv,Barbell Bench Press,12,34.01946820767298,fake_id_539
2019-10-09,9gnEmsc8m8,h85ZOw37Wc,vnLjCPE2pG,Dumbbell Bench Press,10,18.14371637742559,fake_id_525
2019-11-02,aQ1jBA11QA,mnwUcsbS9T,crl0gxSmfp,Barbell Bench Press,8,70.0,fake_id_627
2020-05-15,S9RmPEiuus,ZAIuKpHvue,XuWD9WyBtK,Dumbbell Lunge,4,6.350300732098956,fake_id_595
2020-01-27,zGFq2WKJcz,mvkMgAdecH,82hpsFrQrb,Dumbbell Shoulder Press,8,13.607787283069193,fake_id_535
2020-06-08,v0Zl60hHs0,G1mxtZtEs5,GGjGX1fW0D,Back Squat,5,88.45061733994974,fake_id_534
2019-10-25,RAJ4aoYpDF,52vo7F7CLd,udABf6PGT5,Close-Grip Bench Press,2,102.05840462301894,fake_id_524
2019-12-16,iHdVC9By7H,mvkMgAdecH,XK41q1Gr5T,Dumbbell Shoulder Press,5,18.14371637742559,fake_id_548
2019-12-07,fQHB9HQUzM,dXqYJgUYO6,CznV7ucnh1,Deadlift,13,65.0,fake_id_529
2019-08-22,TSOYvvunRt,52vo7F7CLd,bSmhmwhb21,Close-Grip Bench Press,3,47.62725549074217,fake_id_523
2019-10-21,ZzUJzsxuOG,h85ZOw37Wc,mByqyW6g8H,Dumbbell Bench Press,6,29.483539113316585,fake_id_501
2020-06-09,28cjELQWy1,6REm9Tfqpa,hd54SgSbxE,Dumbbell Row,20,14.0,fake_id_585
2020-03-05,aFaiSm7fug,mnwUcsbS9T,J8v1BVJjOc,Barbell Bench Press,5,92.98654643430615,fake_id_532
2019-08-13,fw7kIHT7fR,dXqYJgUYO6,rfFvqhFeS9,Deadlift,5,83.91468824559335,fake_id_615
2019-10-18,3rbkXzYf6R,G1mxtZtEs5,OSrJqlEaGg,Back Squat,5,115.66619190608813,fake_id_617
2020-01-28,lOBIQDQ3gg,6REm9Tfqpa,wWxIgYdfP0,Dumbbell Row,6,40.0,fake_id_514
2019-08-17,rL4hjeyAgK,6REm9Tfqpa,cOe0RUyTJf,Dumbbell Row,5,22.67964547178199,fake_id_587
2020-06-12,ONds9ONaPe,6REm9Tfqpa,7SHK9K9fhr,Dumbbell Row,8,18.14371637742559,fake_id_515
2019-08-28,mR2f8tvYSh,52vo7F7CLd,u4ubHXHkNM,Close-Grip Bench Press,6,29.483539113316585,fake_id_530
2020-03-27,AXZASCBzsL,ZAIuKpHvue,kaQmeK1eKJ,Dumbbell Lunge,8,3.628743275485118,fake_id_522
2020-03-26,z8AZsmHULp,ZAIuKpHvue,RLccdOPPKL,Dumbbell Lunge,10,14.25,fake_id_614
2019-12-06,M1ECD8WWXf,6REm9Tfqpa,ZpetD7QXce,Dumbbell Row,10,18.14371637742559,fake_id_513
2019-11-10,05t9DHL5QC,h85ZOw37Wc,JBeUycAxUX,Dumbbell Bench Press,8,20.41168092460379,fake_id_609
2019-11-14,yzyg3mFhFk,mvkMgAdecH,Mn3Ltfx6E3,Dumbbell Shoulder Press,5,15.87575183024739,fake_id_559
2020-02-26,5pcHoCqHxM,G1mxtZtEs5,fqtWXSznU2,Back Squat,5,61.235042773811365,fake_id_542
2019-11-13,bkz9ZPI7ux,ZAIuKpHvue,vq8HJKNFNK,Dumbbell Lunge,5,11.339822735890994,fake_id_503
2019-11-01,9L3y55hV7C,G1mxtZtEs5,hiOvZhdFUS,Back Squat,5,127.00601464197912,fake_id_617
2019-12-07,r6MGrH0S2J,h85ZOw37Wc,uWliEKaoKh,Dumbbell Bench Press,6,15.87575183024739,fake_id_628
2019-10-23,GA5kGGbD1l,mnwUcsbS9T,oIhMrKQMfF,Barbell Bench Press,10,50.0,fake_id_529
2020-01-05,UUxH2poqv0,mnwUcsbS9T,obrdAoHsCo,Barbell Bench Press,8,100.0,fake_id_596
2019-12-30,ZpJ07nT48r,mnwUcsbS9T,3p6IIGtIYr,Barbell Bench Press,4,83.91468824559335,fake_id_617
2020-06-04,bI3JmrFmQW,G1mxtZtEs5,GEwulYE84U,Back Squat,8,70.0,fake_id_596
2020-01-02,rQoAeOGBDw,mvkMgAdecH,rIez9Dt4x9,Dumbbell Shoulder Press,15,13.607787283069193,fake_id_600
2020-01-09,VDPeHRCyPc,h85ZOw37Wc,SbiDj0Dv1f,Dumbbell Bench Press,8,25.0,fake_id_627
2019-09-02,G5lJEpBDxz,G1mxtZtEs5,ueGWJ3au5n,Back Squat,4,52.16318458509857,fake_id_504
2020-06-02,8foHOKDmet,mnwUcsbS9T,VsX8NLzWNT,Barbell Bench Press,12,61.235042773811365,fake_id_511
2019-10-23,wtBmUYJCie,dXqYJgUYO6,tl5eSJI6kr,Deadlift,5,83.91468824559335,fake_id_601
2020-01-24,jF5AN171uT,G1mxtZtEs5,5cluf8THnu,Back Squat,6,83.91468824559335,fake_id_508
2020-07-30,JzbbSrBDOX,mvkMgAdecH,2mccGkPjpx,Dumbbell Shoulder Press,14,6.8038936415345965,fake_id_593
2019-12-18,8YQFwKa7MG,mnwUcsbS9T,U0XTGo8seC,Barbell Bench Press,3,122.47008554762273,fake_id_550
2019-12-24,jiVGgw1yVR,52vo7F7CLd,yMtvTUUh9J,Close-Grip Bench Press,4,52.16318458509857,fake_id_527
2020-04-02,2ZwC31pLWj,mnwUcsbS9T,YcgNsQ7L3Q,Barbell Bench Press,8,83.91468824559335,fake_id_536
2020-07-11,1x6kZVgBcS,h85ZOw37Wc,b6KpnSckGk,Dumbbell Bench Press,8,27.215574566138386,fake_id_517
2020-01-31,nX8qxvsDNc,mvkMgAdecH,ge5VmoBHZ9,Dumbbell Shoulder Press,10,24.947610018960187,fake_id_536
2019-09-30,K5hsjGTdCe,mnwUcsbS9T,ezmlTu7w0a,Barbell Bench Press,3,52.16318458509857,fake_id_520
2019-08-26,c2XmeGarIl,mnwUcsbS9T,cFxsSIvycb,Barbell Bench Press,15,70.30690096252415,fake_id_586
2019-08-14,np14FGzKI7,G1mxtZtEs5,KbnR3WyLeF,Back Squat,4,97.52247552866254,fake_id_511
2019-10-20,SDNPg56pIt,h85ZOw37Wc,OE8SxiJhFF,Dumbbell Bench Press,12,22.67964547178199,fake_id_587
2020-07-01,mGQiHBbmVv,6REm9Tfqpa,fEkAwOUAr7,Dumbbell Row,10,22.67964547178199,fake_id_600
2019-09-07,5J8pIRWD65,6REm9Tfqpa,APClxFOHMK,Dumbbell Row,12,13.607787283069193,fake_id_522
2020-07-01,JbaNYhHF09,6REm9Tfqpa,MKGJ28XliU,Dumbbell Row,20,14.0,fake_id_585
2020-02-15,7tmXyFjuhn,mnwUcsbS9T,NQCW9ouCaT,Barbell Bench Press,10,70.30690096252415,fake_id_534
2020-02-08,xtu2F4dJCw,h85ZOw37Wc,eKlCk2X87J,Dumbbell Bench Press,6,29.483539113316585,fake_id_548
2019-11-15,09PohSTNL6,52vo7F7CLd,WaZUlbJJDs,Close-Grip Bench Press,4,83.91468824559335,fake_id_528
2020-07-23,BPgGE1K8Bz,6REm9Tfqpa,Y79jkfWaNm,Dumbbell Row,8,3.628743275485118,fake_id_521
2020-02-01,qoQ4NyUqUe,mnwUcsbS9T,c12ggMrMza,Barbell Bench Press,10,102.05840462301894,fake_id_550
2020-05-22,QBLJPiWChM,h85ZOw37Wc,A22Km97hap,Dumbbell Bench Press,15,24.947610018960187,fake_id_502
2019-11-27,iSQfE7mEnK,ZAIuKpHvue,nsKNYRQTw8,Dumbbell Lunge,5,11.339822735890994,fake_id_544
2020-02-07,85JT2RF8Up,mvkMgAdecH,vU85bL9q3M,Dumbbell Shoulder Press,5,22.67964547178199,fake_id_518
2020-05-16,fchFN1l7VO,dXqYJgUYO6,1At1KZVQHt,Deadlift,6,68.03893641534596,fake_id_515
2020-01-07,RywjsqnIUH,6REm9Tfqpa,mAgcbzAckO,Dumbbell Row,6,24.0,fake_id_543
2019-10-09,F2YLnAZ1AF,mvkMgAdecH,VZhyGzUNqx,Dumbbell Shoulder Press,5,16.0,fake_id_597
2020-04-27,CiHOnGAmX3,mnwUcsbS9T,zAgTsOTJYA,Barbell Bench Press,8,61.235042773811365,fake_id_525
2019-09-04,7Lh6hJUlz4,mvkMgAdecH,8wpLnU5Zh8,Dumbbell Shoulder Press,5,18.0,fake_id_627
2020-08-04,YB62qLCKsy,h85ZOw37Wc,qUGeu71q2I,Dumbbell Bench Press,3,23.813627745371086,fake_id_593
2019-09-11,qBaJYMspXK,G1mxtZtEs5,8L48soujvj,Back Squat,3,106.59433371737533,fake_id_617
2019-10-23,kNitGyL25p,6REm9Tfqpa,MZ1MeZzGHK,Dumbbell Row,5,34.01946820767298,fake_id_524
2020-02-07,ZbBchMXweM,G1mxtZtEs5,RWQzPs79LC,Back Squat,5,75.0,fake_id_529
2019-08-19,WTOEVWgYpB,mvkMgAdecH,vyU7XCjihr,Dumbbell Shoulder Press,12,15.87575183024739,fake_id_565
2019-12-21,RhluZbZTb0,h85ZOw37Wc,MjkuP2Lhki,Dumbbell Bench Press,6,13.607787283069193,fake_id_523
2020-06-02,8OjfKxBhbj,6REm9Tfqpa,s6dT0XmNfw,Dumbbell Row,8,35.0,fake_id_514
2019-08-16,6KntVOGZy6,6REm9Tfqpa,IkDiSBsLtL,Dumbbell Row,12,18.14371637742559,fake_id_501
2020-07-30,JQitwrIxCk,dXqYJgUYO6,XvHdbQGOLV,Deadlift,3,54.43114913227677,fake_id_564
2019-11-06,oBHW4Zt42e,h85ZOw37Wc,npJjqkmpoR,Dumbbell Bench Press,7,22.67964547178199,fake_id_588
2019-11-05,Vd2k12IYMw,mnwUcsbS9T,FHTlbQqPPD,Barbell Bench Press,5,74.84283005688056,fake_id_503
2019-09-26,Ovwazmqd4j,dXqYJgUYO6,v5AoXwlYle,Deadlift,6,83.91468824559335,fake_id_503
2020-05-12,PCOzt9bNvE,ZAIuKpHvue,kOAFn9z26V,Dumbbell Lunge,4,6.350300732098956,fake_id_595
2020-03-30,vATTAkO4Ge,bOhZg3HbGM,Z21HwWYZl3,Dumbbell Bent Over Row,10,4.535929094356398,fake_id_522
2020-02-18,HcOq5CQ2aJ,h85ZOw37Wc,ccDfPyqxag,Dumbbell Bench Press,5,22.67964547178199,fake_id_546
2020-05-08,8f18Ts4ZYr,dXqYJgUYO6,LaBAwIqH9L,Deadlift,12,27.215574566138386,fake_id_522
2019-08-28,DsEpwTMypW,52vo7F7CLd,YtmJQC8crV,Close-Grip Bench Press,5,55.0,fake_id_514
2020-01-13,SswKdgbaAv,dXqYJgUYO6,ximo3TOH8J,Deadlift,10,83.91468824559335,fake_id_503
2019-11-07,hBpBavwygj,dXqYJgUYO6,Esk4uHF8GE,Deadlift,8,58.96707822663317,fake_id_620
2019-12-08,zFUsKpJ14q,mnwUcsbS9T,GlSJneNwOE,Barbell Bench Press,10,83.91468824559335,fake_id_586
2019-12-11,j45hTvfpdT,mnwUcsbS9T,jWeirAuJcE,Barbell Bench Press,5,77.11079460405875,fake_id_617
2020-01-25,nlyEZDsPMP,6REm9Tfqpa,cBhweJC1Nj,Dumbbell Row,10,15.87575183024739,fake_id_544
2020-05-22,KM2NfrMJBi,bOhZg3HbGM,nJzdjfLPEu,Dumbbell Bent Over Row,8,6.350300732098956,fake_id_595
2019-09-05,7B9yXhxEQj,6REm9Tfqpa,pFqFCW2TQC,Dumbbell Row,10,22.67964547178199,fake_id_551
2019-08-20,8jzPuZsFG3,mnwUcsbS9T,HNjrtVcnBs,Barbell Bench Press,3,131.54194373633553,fake_id_516
2019-11-09,9bYAJcAcpF,G1mxtZtEs5,RV3ouZiQMY,Back Squat,10,49.895220037920375,fake_id_565
2020-01-28,Z6uZ6JHvJL,bOhZg3HbGM,HaIApvZ1jP,Dumbbell Bent Over Row,8,27.215574566138386,fake_id_502
2019-10-27,FMLRx0ut57,h85ZOw37Wc,nq82mDDMin,Dumbbell Bench Press,12,22.67964547178199,fake_id_587
2019-10-07,7yvCpijCEG,mnwUcsbS9T,BRe116n3iB,Barbell Bench Press,15,52.16318458509857,fake_id_532
2020-06-23,UHJCFQHzCk,ZAIuKpHvue,lgvXvkd5n5,Dumbbell Lunge,5,15.87575183024739,fake_id_523
2020-07-06,Zkr7R1lvC8,6REm9Tfqpa,gI2PDWaxAp,Dumbbell Row,8,27.215574566138386,fake_id_600
2019-12-20,4iyIGGrvlm,52vo7F7CLd,rxiP9sR3gG,Close-Grip Bench Press,8,50.0,fake_id_529
2020-04-12,0ppYSafSSr,6REm9Tfqpa,AqiWjDGzY8,Dumbbell Row,10,22.67964547178199,fake_id_525
2019-12-04,N0qAYCYgY3,6REm9Tfqpa,lfXxJoWq55,Dumbbell Row,11,9.071858188712795,fake_id_599
2019-10-20,4XZcnfbq7D,mvkMgAdecH,fuzvti9bj1,Dumbbell Shoulder Press,3,15.0,fake_id_505
2019-10-03,3ZoQdQzSEv,mnwUcsbS9T,5RJRIGJQjU,Barbell Bench Press,15,70.30690096252415,fake_id_598
2020-07-16,eoQnb8167z,6REm9Tfqpa,RVzYTdD5xV,Dumbbell Row,12,22.67964547178199,fake_id_534
2019-11-27,eSv84xgkAg,mvkMgAdecH,c0jXY3zjNy,Dumbbell Shoulder Press,10,14.0,fake_id_585
2019-09-07,6zLChaYxIA,h85ZOw37Wc,8p0Yo5Ytjs,Dumbbell Bench Press,8,20.0,fake_id_543
2019-10-13,aDDmCWKPdj,52vo7F7CLd,AaLmD5YQQ2,Close-Grip Bench Press,5,38.55539730202938,fake_id_506
2019-09-23,od2qOxZFwV,bOhZg3HbGM,6qMJjGuJrN,Dumbbell Bent Over Row,12,9.071858188712795,fake_id_522
2020-06-27,o2nMGqXX9z,dXqYJgUYO6,zbrskKvaI3,Deadlift,10,29.483539113316585,fake_id_506
2020-01-28,Ql6lMDFqHq,h85ZOw37Wc,3ycZBC1oHv,Dumbbell Bench Press,5,20.41168092460379,fake_id_601
2020-08-04,PyWDJYPz2T,mnwUcsbS9T,XB2SfsYaN9,Barbell Bench Press,10,27.215574566138386,fake_id_594
2020-01-23,Om9ngPcfSY,ZAIuKpHvue,UzhdnVs928,Dumbbell Lunge,7,9.071858188712795,fake_id_535
2019-09-02,j0hibKo4cu,mvkMgAdecH,JZ0UPRqaZR,Dumbbell Shoulder Press,10,18.14371637742559,fake_id_548
2020-01-15,oyyvP5LChn,6REm9Tfqpa,Ky80ABcelu,Dumbbell Row,10,9.071858188712795,fake_id_522
2020-01-04,Yy9D09yAdQ,6REm9Tfqpa,IqQoIkKdSJ,Dumbbell Row,8,40.82336184920758,fake_id_516
2019-09-30,GzlN8YdHo0,6REm9Tfqpa,O6TehEzpuw,Dumbbell Row,3,29.483539113316585,fake_id_501
2019-09-02,DQrkHwIKs9,mnwUcsbS9T,q9X50302Nt,Barbell Bench Press,5,60.0,fake_id_529
2019-12-17,HYFEdBqsXP,h85ZOw37Wc,r7xaddtLnx,Dumbbell Bench Press,6,20.41168092460379,fake_id_601
2020-04-08,Q6v3p9DuA6,mvkMgAdecH,kElcF5FP44,Dumbbell Shoulder Press,14,4.535929094356398,fake_id_625
2020-05-14,h9dgBGGwHg,52vo7F7CLd,fYamscrE5E,Close-Grip Bench Press,8,56.69911367945497,fake_id_511
2019-09-09,kjWna76QMU,h85ZOw37Wc,99fVqQaVjr,Dumbbell Bench Press,9,20.41168092460379,fake_id_588
2020-03-13,RBc7CxC3xa,mnwUcsbS9T,e5NOok0kRv,Barbell Bench Press,3,104.32636917019714,fake_id_524
2019-12-30,Ef5FOwA0pO,G1mxtZtEs5,5aWDGORMyO,Back Squat,8,38.55539730202938,fake_id_519
2019-10-22,N7Cv3S1CGQ,mnwUcsbS9T,GEh6fauacW,Barbell Bench Press,5,27.215574566138386,fake_id_594
2019-09-27,tlOvGcHVWh,h85ZOw37Wc,IIWaOGjpEp,Dumbbell Bench Press,12,22.67964547178199,fake_id_551
2019-08-16,3aWlpbj4dC,52vo7F7CLd,2tcaGGb750,Close-Grip Bench Press,5,65.77097186816776,fake_id_559
2020-01-03,y93df7lVok,mnwUcsbS9T,FohQ4fQ7WD,Barbell Bench Press,9,50.0,fake_id_627
2019-08-24,57m9QjFSEZ,ZAIuKpHvue,dWsblzbE2C,Dumbbell Lunge,8,18.14371637742559,fake_id_617
2019-11-16,XdE4Zi7uQy,mnwUcsbS9T,EYvQC4wNA5,Barbell Bench Press,5,60.0,fake_id_543
2020-01-27,EHdMAwv3qH,h85ZOw37Wc,U2LcUMbVj4,Dumbbell Bench Press,8,20.41168092460379,fake_id_568
2019-12-24,RVXiOoARCc,mvkMgAdecH,2UEMp5Suqp,Dumbbell Shoulder Press,2,15.87575183024739,fake_id_533
2020-02-11,GVhnnZt1LH,h85ZOw37Wc,pHShT41mFA,Dumbbell Bench Press,10,38.55539730202938,fake_id_583
2020-01-13,TWp7HDdwxf,bOhZg3HbGM,ynrZAa1QVP,Dumbbell Bent Over Row,8,11.339822735890994,fake_id_561
2019-08-15,31PTW5ZOKU,bOhZg3HbGM,ODhjqCWgav,Dumbbell Bent Over Row,15,4.535929094356398,fake_id_590
2020-07-17,QBylB8x7Ra,h85ZOw37Wc,8EvdwISPR8,Dumbbell Bench Press,13,6.8038936415345965,fake_id_561
2020-01-02,7oHVzKEEDJ,G1mxtZtEs5,U02srnc1G3,Back Squat,8,70.0,fake_id_529
2019-10-21,5E6i3Q2llA,G1mxtZtEs5,Yp0o1G1ldZ,Back Squat,6,61.235042773811365,fake_id_576
2019-12-13,9xhke1bAQk,mvkMgAdecH,QIsBHna45m,Dumbbell Shoulder Press,10,14.0,fake_id_585
2019-10-24,10odrQH9dW,G1mxtZtEs5,0w81JjkJIG,Back Squat,6,63.50300732098956,fake_id_512
2019-10-23,kNitGyL25p,6REm9Tfqpa,dHG87GeIHY,Dumbbell Row,5,34.01946820767298,fake_id_524
2019-09-03,uM0EtAMDtz,6REm9Tfqpa,ld7xCHY336,Dumbbell Row,20,14.0,fake_id_585
2020-05-12,lJUzx6CDfW,6REm9Tfqpa,Z1KeyzKClp,Dumbbell Row,10,36.28743275485118,fake_id_517
2019-10-15,IOgNIWTCuF,h85ZOw37Wc,8zGKX3obuE,Dumbbell Bench Press,8,20.41168092460379,fake_id_588
2020-05-20,CW791hTMv5,6REm9Tfqpa,ZF1VBFAcg8,Dumbbell Row,5,11.339822735890994,fake_id_606
2019-09-04,lNziIOwg2X,bOhZg3HbGM,eVY0BOEhxx,Dumbbell Bent Over Row,12,6.8038936415345965,fake_id_624
2019-09-13,m2QPtdybza,bOhZg3HbGM,h3QSGCdrlb,Dumbbell Bent Over Row,10,11.339822735890994,fake_id_561
2020-01-18,Y7ENaeJBPl,mnwUcsbS9T,c1ZJxKk5YU,Barbell Bench Press,3,102.05840462301894,fake_id_502
2019-11-25,5UMu3mASpx,mvkMgAdecH,9vu0tHTuak,Dumbbell Shoulder Press,5,18.14371637742559,fake_id_601
2020-07-16,3Frnz9pcmu,h85ZOw37Wc,q6FupdiiEq,Dumbbell Bench Press,12,18.14371637742559,fake_id_560
2020-05-15,QtKPLykAdX,bOhZg3HbGM,sbchFOj8Lv,Dumbbell Bent Over Row,10,18.14371637742559,fake_id_600
2020-07-07,ReqA4myNwE,6REm9Tfqpa,IS4fdIfHmI,Dumbbell Row,10,11.339822735890994,fake_id_561
2019-11-17,MWZPByYxzn,dXqYJgUYO6,XpAEKtRalz,Deadlift,8,102.05840462301894,fake_id_586
2019-08-14,gOCsGpDJyy,mnwUcsbS9T,wEaM91OMg9,Barbell Bench Press,12,43.091326396385774,fake_id_525
2020-06-09,YChJicvSio,52vo7F7CLd,yLXXUIuZG3,Close-Grip Bench Press,10,40.0,fake_id_529
2019-11-18,gwqizGH0E1,52vo7F7CLd,QWMalzTNeQ,Close-Grip Bench Press,10,27.215574566138386,fake_id_538
2020-03-13,RBc7CxC3xa,mnwUcsbS9T,sECCbs2fy7,Barbell Bench Press,3,104.32636917019714,fake_id_524
2019-09-30,K5hsjGTdCe,mnwUcsbS9T,cRaDEmKaw8,Barbell Bench Press,3,52.16318458509857,fake_id_520
2019-11-25,zWXcBSOXw0,mnwUcsbS9T,LGvtACDjfl,Barbell Bench Press,6,49.895220037920375,fake_id_546
2020-05-11,M7oX21uaO7,bOhZg3HbGM,XS9ySz0vjz,Dumbbell Bent Over Row,15,21.75,fake_id_614
2019-08-12,mQDXbLBxdS,52vo7F7CLd,qUPrf7g8xn,Close-Grip Bench Press,8,63.50300732098956,fake_id_501
2019-11-05,2dniJL6Z0l,mvkMgAdecH,L8eSLK9jUD,Dumbbell Shoulder Press,15,22.5,fake_id_627
2019-12-21,kQM9gMQpvj,52vo7F7CLd,A3sUtQnSFy,Close-Grip Bench Press,3,106.59433371737533,fake_id_516
2019-10-11,myivna5ba3,h85ZOw37Wc,GQsEA56oAk,Dumbbell Bench Press,15,20.41168092460379,fake_id_629
2019-11-25,p9JNb5koxH,dXqYJgUYO6,tY9iL4wt0J,Deadlift,8,45.35929094356398,fake_id_594
2019-11-13,YsS1IHUj2p,G1mxtZtEs5,DqNEp3EO3e,Back Squat,6,92.98654643430615,fake_id_516
2020-06-23,39cn7RBOG6,ZAIuKpHvue,82cfT59F8z,Dumbbell Lunge,5,11.339822735890994,fake_id_573
2020-04-04,IA3Xt08j6M,bOhZg3HbGM,A6gkFBC8KJ,Dumbbell Bent Over Row,8,4.535929094356398,fake_id_621
2020-04-04,ELnRfFH6ez,h85ZOw37Wc,jYhCsJAqAA,Dumbbell Bench Press,12,9.0,fake_id_566
2020-04-10,oKWYZgExmf,mnwUcsbS9T,LyM1Z4KOgA,Barbell Bench Press,8,61.235042773811365,fake_id_525
2019-11-17,EAuhtCUe7d,mnwUcsbS9T,vnsnMo1jUC,Barbell Bench Press,15,52.16318458509857,fake_id_511
2020-01-19,YAJsMZWXBF,G1mxtZtEs5,ImTbzFNXH5,Back Squat,11,40.82336184920758,fake_id_583
2019-10-22,EOIF8LLoXV,G1mxtZtEs5,oOhBlK5Ps5,Back Squat,10,104.32636917019714,fake_id_511
2020-03-24,u4ZuAR3n7z,52vo7F7CLd,jxFkik1Llh,Close-Grip Bench Press,12,40.82336184920758,fake_id_541
2019-10-06,hRFTBdNz0z,mnwUcsbS9T,qkysV48mWa,Barbell Bench Press,5,27.215574566138386,fake_id_594
2020-06-10,NICRSFiA9s,G1mxtZtEs5,AnWlI9GPSz,Back Squat,8,34.01946820767298,fake_id_518
2020-03-18,gEA8Jcfjgk,bOhZg3HbGM,89tB0UFUD4,Dumbbell Bent Over Row,5,20.41168092460379,fake_id_568
2019-10-06,S2oaMVSZoF,mnwUcsbS9T,NkglOh93Bm,Barbell Bench Press,6,106.59433371737533,fake_id_516
2020-07-24,rKbilO217B,6REm9Tfqpa,4lu4GwNmoK,Dumbbell Row,8,15.87575183024739,fake_id_588
2019-11-13,bkz9ZPI7ux,G1mxtZtEs5,yCWbh3d4yn,Back Squat,5,70.30690096252415,fake_id_503
2019-11-07,H8kisK7MpF,6REm9Tfqpa,UUtKUhrgRy,Dumbbell Row,12,22.67964547178199,fake_id_565
2020-02-09,eFmugHisFB,dXqYJgUYO6,y9YYytLA1d,Deadlift,8,65.77097186816776,fake_id_511
2019-11-15,BnXYg3E3UE,G1mxtZtEs5,sg2Evs2Gin,Back Squat,4,102.05840462301894,fake_id_524
2019-11-25,XvKqZuQb1i,G1mxtZtEs5,mXRpe1AaBt,Back Squat,2,124.73805009480093,fake_id_509
2020-07-21,0tfHNzJ4Gr,mnwUcsbS9T,a5Wtjk3yLw,Barbell Bench Press,8,43.091326396385774,fake_id_539
2020-02-05,Vu0lFTpNHP,G1mxtZtEs5,ZB5bmOUJdB,Back Squat,8,102.05840462301894,fake_id_536
2020-01-21,qIxEq122qf,h85ZOw37Wc,oKH1oUV7N5,Dumbbell Bench Press,11,20.41168092460379,fake_id_536
2019-09-16,JribdngZ76,6REm9Tfqpa,Box8ESdPAG,Dumbbell Row,12,9.071858188712795,fake_id_590
2020-05-02,p9vYf27ek5,G1mxtZtEs5,Gg0Tjb3jvY,Back Squat,8,75.0,fake_id_596
2020-02-21,EeADYUQ8cC,52vo7F7CLd,Lc4RRZsQFB,Close-Grip Bench Press,7,20.41168092460379,fake_id_522
2020-05-14,CQVIUkKkrZ,G1mxtZtEs5,0LHmlLL5SR,Back Squat,5,108.86229826455354,fake_id_517
2019-11-17,dTW7Moemfl,6REm9Tfqpa,kidKZkDscm,Dumbbell Row,15,9.071858188712795,fake_id_522
2019-10-23,L7LcypvkDq,G1mxtZtEs5,rJysv3z05Z,Back Squat,5,120.20212100044454,fake_id_617
2019-12-25,2mhfiADQ9p,mnwUcsbS9T,PyPQGnZlpx,Barbell Bench Press,5,65.0,fake_id_529
2020-05-18,oDQSDrGlQc,G1mxtZtEs5,cAwapmwFGH,Back Squat,8,54.43114913227677,fake_id_534
2019-12-09,pp17zLSqIu,mvkMgAdecH,sfAEAEK2OM,Dumbbell Shoulder Press,20,11.339822735890994,fake_id_612
2020-02-04,tVMWCBpeXF,dXqYJgUYO6,fA8B9FPuLU,Deadlift,5,140.0,fake_id_596
2019-08-29,1NEYv6gosY,dXqYJgUYO6,ckeHheElMO,Deadlift,10,61.235042773811365,fake_id_618
2020-01-28,Pp8OEEleij,6REm9Tfqpa,vy0nCJp9j7,Dumbbell Row,6,5.443114913227677,fake_id_521
2020-02-05,BNVuT0KTUP,mnwUcsbS9T,nH16TJfyNX,Barbell Bench Press,7,38.55539730202938,fake_id_564
2020-04-15,W1D5Ohj0HW,dXqYJgUYO6,ut3SeCqAfm,Deadlift,8,165.5614119440085,fake_id_598
2019-08-20,qdZBmqq2FH,6REm9Tfqpa,BslinEcyUK,Dumbbell Row,12,31.75150366049478,fake_id_575
2019-10-21,C9UmJWlxNF,G1mxtZtEs5,QOzBJHkpAz,Back Squat,4,102.05840462301894,fake_id_532
2020-02-04,BUhePTPteg,h85ZOw37Wc,8JgRChippu,Dumbbell Bench Press,10,36.28743275485118,fake_id_509
2019-11-19,Fe97PxUjMK,mnwUcsbS9T,pAEdLl1oPh,Barbell Bench Press,8,43.091326396385774,fake_id_506
2020-07-21,BxA86NV77m,ZAIuKpHvue,rHegZPPIEU,Dumbbell Lunge,11,28.0,fake_id_596
2020-06-24,idEUxx6PkZ,mvkMgAdecH,JUOqpuoUNx,Dumbbell Shoulder Press,8,4.535929094356398,fake_id_564
2020-07-23,4m6PCDHVFZ,G1mxtZtEs5,t0OBNcC2uq,Back Squat,12,111.13026281173174,fake_id_502
2020-01-23,wSIrNXKrOC,6REm9Tfqpa,d3Z5KBmLfJ,Dumbbell Row,10,15.87575183024739,fake_id_539
2019-10-02,JiAVzGOmYv,52vo7F7CLd,sP9FT93FR0,Close-Grip Bench Press,3,95.25451098148434,fake_id_524
2019-10-23,dx346OHnLv,dXqYJgUYO6,KVPO62IvtR,Deadlift,6,104.32636917019714,fake_id_512
